ENTREZID	SYMBOL
57153	SLC44A2
7486	WRN
9513	FXR2
51741	WWOX
9352	TXNL1
493856	CISD2
2983	GUCY1B1
100233209	PCED1B-AS1
2769	GNA15
11054	OGFR
25923	ATL3
92304	SCGB3A1
2011	MARK2
9555	MACROH2A1
147906	DACT3
3594	IL12RB1
10210	TOPORS
30812	SOX8
654321	SNORA75
90488	TMEM263
23368	PPP1R13B
23214	XPO6
333929	SNAI3
309	ANXA6
4509	ATP8
6560	SLC12A4
55175	KLHL11
6016	RIT1
79156	PLEKHF1
9804	TOMM20
6019	RLN2
9156	EXO1
7247	TSN
140701	ABHD16B
4969	OGN
3156	HMGCR
9738	CCP110
643977	FLJ32255
7443	VRK1
3419	IDH3A
24146	CLDN15
28617	TRBV4-1
114801	TMEM200A
9200	HACD1
374403	TBC1D10C
8087	FXR1
169981	SPIN3
387914	SHISA2
7768	ZNF225
84166	NLRC5
81839	VANGL1
7006	TEC
91687	CENPL
79665	DHX40
344595	DUBR
254552	NUDT8
25977	NECAP1
28690	TRAV3
9909	DENND4B
8367	H4C5
55362	TMEM63B
91147	TMEM67
100996351	GNA15-DT
201633	TIGIT
148137	PROSER3
100505573	INAFM2
7086	TKT
23531	MMD
5901	RAN
136051	ZNF786
4904	YBX1
100652901	NA
114609	TIRAP
64400	AKTIP
57523	NYNRIN
5264	PHYH
113791	PIK3IP1
101929241	LINC02325
51385	ZNF589
6304	SATB1
26822	SNORD14A
5685	PSMA4
8905	AP1S2
10801	SEPTIN9
57715	SEMA4G
22882	ZHX2
83879	CDCA7
2997	GYS1
55556	ENOSF1
3784	KCNQ1
85002	FAM86B1
83640	RAMAC
1345	COX6C
643866	CBLN3
538	ATP7A
50628	GEMIN4
4925	NUCB2
57507	ZNF608
9937	DCLRE1A
26020	LRP10
692090	SNORD59B
8797	TNFRSF10A
647190	RPS16P5
100507217	CHASERR
51279	C1RL
6731	SRP72
100101148	LOC100101148
10735	STAG2
23657	SLC7A11
85388	SNORD14B
57215	THAP11
6637	SNRPG
26795	SNORD54
273	AMPH
91408	BTF3L4
10100	TSPAN2
100506844	GIHCG
91663	MYADM
3150	HMGN1
692058	SNORD11
25906	ANAPC15
80311	KLHL15
6520	SLC3A2
139886	SPIN4
10123	ARL4C
158586	ZXDB
152110	NEK10
102724316	SVIL-AS1
339344	MYPOP
10225	CD96
50488	MINK1
56894	AGPAT3
64332	NFKBIZ
375686	SPATC1
4281	MID1
2650	GCNT1
29079	MED4
1329	COX5B
126308	MOB3A
4697	NDUFA4
57534	MIB1
116840	CNTROB
55840	EAF2
148206	ZNF714
90853	SPOCD1
1349	COX7B
7051	TGM1
404636	DENND10
23475	QPRT
3985	LIMK2
286128	ZFP41
3281	HSBP1
7157	TP53
4974	OMG
25893	TRIM58
8350	H3C1
728294	D2HGDH
115908	CTHRC1
2043	EPHA4
84304	NUDT22
2280	FKBP1A
7561	ZNF14
79933	SYNPO2L
100505783	OSER1-DT
84628	NTNG2
103	ADAR
23275	POFUT2
55636	CHD7
5876	RABGGTB
10906	TRAFD1
65005	MRPL9
728	C5AR1
8804	CREG1
55284	UBE2W
284958	NT5DC4
3845	KRAS
27249	MMADHC
25943	DNAAF9
9905	SGSM2
64859	NABP1
26037	SIPA1L1
2551	GABPA
9751	SNPH
2145	EZH1
57143	ADCK1
51663	ZFR
4591	TRIM37
54918	CMTM6
8833	GMPS
6636	SNRPF
57650	CIP2A
89848	FCHSD1
57561	ARRDC3
2177	FANCD2
57554	LRRC7
374618	TEX9
22850	ADNP2
140700	SAMD10
131890	GRK7
64097	EPB41L4A
10044	SH2D3C
400946	LINC00954
23043	TNIK
78991	PCYOX1L
5451	POU2F1
142678	MIB2
84809	CROCCP2
4482	MSRA
390937	ERFL
65977	PLEKHA3
100132911	DPH3P1
5144	PDE4D
285598	ARL10
9826	ARHGEF11
9968	MED12
22919	MAPRE1
6654	SOS1
3418	IDH2
102724594	LOC102724594
765	CA6
51176	LEF1
55679	LIMS2
7803	PTP4A1
1763	DNA2
9139	CBFA2T2
201627	DENND6A
692223	SNORD97
80055	PGAP1
84418	CYSTM1
22823	MTF2
55892	MYNN
84687	PPP1R9B
83608	C18orf21
221154	MICU2
1069	CETN2
27161	AGO2
51655	RASD1
101928927	NA
4683	NBN
4179	CD46
55320	MIS18BP1
56984	PSMG2
4940	OAS3
9232	PTTG1
2052	EPHX1
4627	MYH9
963	CD53
64110	MAGEF1
3012	H2AC8
284306	ZNF547
51514	DTL
3576	CXCL8
83856	FSD1L
4077	NBR1
23637	RABGAP1
55861	DBNDD2
9053	MAP7
10106	CTDSP2
3698	ITIH2
7629	ZNF76
10286	BCAS2
65082	VPS33A
27296	TP53TG5
585	BBS4
55379	LRRC59
23113	CUL9
8355	H3C8
3005	H1-0
90196	SYS1
55853	IDI2-AS1
7516	XRCC2
647174	SERPINE3
7013	TERF1
85459	CEP295
440354	SMG1P2
84830	ADTRP
4145	MATK
91526	ANKRD44
2526	FUT4
1869	E2F1
1841	DTYMK
9508	ADAMTS3
83637	ZMIZ2
64333	ARHGAP9
390963	ZNF818P
8434	RECK
5500	PPP1CB
100532724	NPHP3-ACAD11
10693	CCT6B
165918	RNF168
84923	FAM104A
58526	MID1IP1
23765	IL17RA
29789	OLA1
79178	THTPA
39	ACAT2
5684	PSMA3
57708	MIER1
4245	MGAT1
64784	CRTC3
10451	VAV3
5243	ABCB1
51622	CCZ1
1043	CD52
23029	RBM34
7769	ZNF226
51068	NMD3
29998	BICRA
3655	ITGA6
101928673	PRDX6-AS1
9290	GPR55
374969	SVBP
2633	GBP1
84650	EBPL
105373311	LOC105373311
84541	KBTBD8
9020	MAP3K14
5692	PSMB4
440270	GOLGA8B
91283	MSANTD3
10437	IFI30
56474	CTPS2
5478	PPIA
23316	CUX2
11190	CEP250
51185	CRBN
100500804	MIR3654
7048	TGFBR2
474344	GIMAP6
5914	RARA
3434	IFIT1
201965	RWDD4
51009	DERL2
692063	SNORA32
116254	GINM1
3094	HINT1
254251	LCORL
388165	UBE2Q2P1
4012	LNPEP
100652883	ALOX15P1
10293	TRAIP
6491	STIL
5983	RFC3
284	ANGPT1
89953	KLC4
100506023	LOC100506023
79796	ALG9
100287216	SH3RF3-AS1
8854	ALDH1A2
1511	CTSG
9963	SLC23A1
153339	TMEM167A
515	ATP5PB
79901	CYBRD1
2026	ENO2
9768	PCLAF
399818	EEF1AKMT2
821	CANX
4038	LRP4
442454	UQCRBP1
23053	ZSWIM8
91543	RSAD2
9521	EEF1E1
3183	HNRNPC
25885	POLR1A
23365	ARHGEF12
83593	RASSF5
8345	H2BC9
619383	SCARNA9
348645	MIR3667HG
85302	FBF1
25914	RTTN
80345	ZSCAN16
54518	APBB1IP
79856	SNX22
5450	POU2AF1
2920	CXCL2
23293	SMG6
9440	MED17
55665	URGCP
405754	ERVFRD-1
84172	POLR1B
89857	KLHL6
202181	LOC202181
28988	DBNL
5341	PLEK
23373	CRTC1
283571	PROX2
23229	ARHGEF9
29125	C11orf21
8857	FCGBP
25778	DSTYK
7553	ZNF7
688	KLF5
201626	PDE12
57095	PITHD1
55602	CDKN2AIP
29914	UBIAD1
55094	GPATCH1
29093	MRPL22
100133991	MAP3K14-AS1
9724	UTP14C
3052	HCCS
10807	ENTR1
3006	H1-2
155370	SBDSP1
10095	ARPC1B
595100	SNORD18C
55707	NECAP2
10615	SPAG5
348654	GEN1
6418	SET
6721	SREBF2
28952	CCDC22
6500	SKP1
51562	MBIP
2308	FOXO1
54434	SSH1
80332	ADAM33
7760	ZNF213
261726	TIPRL
51164	DCTN4
22897	CEP164
114881	OSBPL7
10672	GNA13
8844	KSR1
3196	TLX2
197135	PATL2
23108	RAP1GAP2
55106	SLFN12
10194	TSHZ1
4130	MAP1A
9866	TRIM66
5713	PSMD7
8480	RAE1
10127	ZNF263
51529	ANAPC11
224	ALDH3A2
4713	NDUFB7
128077	LIX1L
66008	TRAK2
10550	ARL6IP5
151295	SLC23A3
27032	ATP2C1
55156	ARMC1
56937	PMEPA1
84248	FYTTD1
10861	SLC26A1
143903	LAYN
5427	POLE2
11068	CYB561D2
55854	ZC3H15
84002	B3GNT5
90843	TCEAL8
6624	FSCN1
11194	ABCB8
81854	ZNF205-AS1
619373	MBOAT4
9205	ZMYM5
10572	SIVA1
4722	NDUFS3
81853	TMEM14B
147837	ZNF563
506	ATP5F1B
898	CCNE1
3631	INPP4A
8498	RANBP3
619569	SNORA41
55603	TENT5A
57685	CACHD1
100188949	LINC00426
101928948	LOC101928948
81689	ISCA1
89910	UBE3B
10819	OR7E14P
196463	PLBD2
221150	SKA3
81892	SLIRP
100505746	ITGB2-AS1
10606	PAICS
348378	SHISAL2A
643338	C15orf62
148254	ZNF555
7465	WEE1
55001	TTC22
101927100	TICAM2-AS1
57826	RAP2C
55190	NUDT11
904	CCNT1
79573	TTC13
3148	HMGB2
3188	HNRNPH2
6386	SDCBP
9767	JADE3
1107	CHD3
389333	PROB1
200014	CC2D1B
57610	RANBP10
157922	CAMSAP1
5599	MAPK8
10904	BLCAP
131096	KCNH8
6482	ST3GAL1
3920	LAMP2
58191	CXCL16
5296	PIK3R2
8943	AP3D1
1731	SEPTIN1
6888	TALDO1
51097	SCCPDH
132720	FAM241A
10910	SUGT1
23085	ERC1
8295	TRRAP
54498	SMOX
100	ADA
23594	ORC6
79877	DCAKD
246182	AKR7A2P1
25852	ARMC8
51246	SHISA5
23334	SZT2
26802	SNORD47
137964	GPAT4
8195	MKKS
143872	ARHGAP42
23030	KDM4B
9943	OXSR1
901	CCNG2
780851	SNORD3A
890	CCNA2
92259	MRPS36
2827	GPR3
100996567	ANTXRLP1
79132	DHX58
729747	ZNF878
26262	TSPAN17
8545	CGGBP1
51119	SBDS
11041	B4GAT1
10540	DCTN2
54806	AHI1
5272	SERPINB9
100616396	MIR4712
1602	DACH1
101928621	NA
8976	WASL
11083	DIDO1
1738	DLD
5906	RAP1A
197335	WDR90
23586	DDX58
9445	ITM2B
7074	TIAM1
5683	PSMA2
7461	CLIP2
144245	ALG10B
5837	PYGM
2000	ELF4
29082	CHMP4A
387893	KMT5A
3981	LIG4
55080	TAPBPL
144983	HNRNPA1L2
2222	FDFT1
91057	CCDC34
100129223	THCAT155
55215	FANCI
5324	PLAG1
5250	SLC25A3
114785	MBD6
284443	ZNF493
253714	MMS22L
1105	CHD1
55093	NTAQ1
27352	SGSM3
28622	TRBJ2-7
23178	PASK
79415	CYBC1
66000	TMEM108
84614	ZBTB37
165545	DQX1
57175	CORO1B
29781	NCAPH2
3098	HK1
158471	PRUNE2
3487	IGFBP4
5788	PTPRC
147694	ZNF548
4605	MYBL2
25898	RCHY1
10205	MPZL2
51253	MRPL37
683	BST1
9616	RNF7
4539	ND4L
196528	ARID2
7167	TPI1
9135	RABEP1
200539	ANKRD23
100652748	TIMM23B
6722	SRF
152404	IGSF11
23658	LSM5
23295	MGRN1
286148	DPY19L4
64324	NSD1
28728	TRAJ27
170685	NUDT10
102157401	PCBP2-OT1
122769	LRR1
50649	ARHGEF4
819	CAMLG
81610	FAM83D
4650	MYO9B
85458	DIXDC1
115992	RNF166
222166	MTURN
79153	GDPD3
468	ATF4
948	CD36
23603	CORO1C
100506047	LINC02580
3344	FOXN2
57697	FANCM
6173	RPL36A
79142	PHF23
284252	KCTD1
220869	CBWD5
4998	ORC1
92558	BICDL1
5504	PPP1R2
1376	CPT2
93624	TADA2B
253769	WDR27
23046	KIF21B
23443	SLC35A3
8861	LDB1
150275	CCDC117
85365	ALG2
4090	SMAD5
84461	NEURL4
55796	MBNL3
54980	C2orf42
2773	GNAI3
522	ATP5PF
340277	FAM221A
51030	TVP23B
8242	KDM5C
677822	SNORA40
85378	TUBGCP6
56953	NT5M
84254	CAMKK1
5049	PAFAH1B2
54433	GAR1
440311	LOC440311
129685	TAF8
1595	CYP51A1
55756	INTS9
6195	RPS6KA1
51816	ADA2
56253	CRTAM
55771	PRR11
57169	ZNFX1
6821	SUOX
400863	NA
3008	H1-4
405	ARNT
56994	CHPT1
8379	MAD1L1
293	SLC25A6
10300	KATNB1
112885	PHF21B
23265	EXOC7
3140	MR1
6974	TRGV2
5425	POLD2
84286	TMEM175
84247	RTL6
494115	RBMXL1
27072	VPS41
80124	VCPIP1
3151	HMGN2
55161	TMEM33
9938	ARHGAP25
22993	HMGXB3
100133941	CD24
85377	MICALL1
284403	WDR62
440081	DDX12P
6403	SELP
9470	EIF4E2
79869	CPSF7
734	OSGIN2
92797	HELB
284071	MEIOC
55660	PRPF40A
10867	TSPAN9
3149	HMGB3
285550	FAM200B
124739	USP43
83933	HDAC10
387646	LRRC37A6P
9416	DDX23
10346	TRIM22
8971	H1-10
1445	CSK
9467	SH3BP5
84893	FBH1
10036	CHAF1A
80135	RPF1
79943	ZNF696
2305	FOXM1
9854	C2CD2L
200424	TET3
10066	SCAMP2
9744	ACAP1
2491	CENPI
255758	DYNLT2B
266812	NAP1L5
54476	RNF216
10776	ARPP19
6727	SRP14
210	ALAD
56122	PCDHB14
3757	KCNH2
23524	SRRM2
6281	S100A10
9704	DHX34
26791	SNORD58A
100506365	OTUD6B-AS1
5910	RAP1GDS1
6326	SCN2A
2107	ETF1
10569	SLU7
9218	VAPA
57658	CALCOCO1
533	ATP6V0B
1512	CTSH
23759	PPIL2
9519	TBPL1
4647	MYO7A
7347	UCHL3
414318	LINC02913
25819	NOCT
5190	PEX6
9852	EPM2AIP1
29992	PILRA
79825	EFCC1
8491	MAP4K3
677839	SNORA71C
23416	KCNH3
79758	DHRS12
931	MS4A1
10480	EIF3M
80173	IFT74
1138	CHRNA5
388796	SNHG17
10794	ZNF460
338323	NLRP14
5830	PEX5
1964	EIF1AX
144348	ZNF664
10301	DLEU1
26771	SNORD102
257177	CFAP126
643837	LINC01128
2797	GNRH2
203328	SUSD3
23264	ZC3H7B
126626	GABPB2
51132	RLIM
284723	SLC25A34
10892	MALT1
26015	RPAP1
163131	ZNF780B
55213	RCBTB1
79366	HMGN5
51065	RPS27L
150776	SMPD4BP
114789	SLC25A25
83723	TLCD3B
9415	FADS2
84627	ZNF469
4190	MDH1
84283	TMEM79
55316	RSAD1
23145	SSPOP
81875	ISG20L2
10464	PIBF1
9406	ZRANB2
23390	ZDHHC17
9702	CEP57
55142	HAUS2
84246	MED10
134553	C5orf24
114791	TUBGCP5
3034	HAL
6610	SMPD2
93953	GCNA
64236	PDLIM2
103910	MYL12B
100287932	TIMM23
51275	MAPKAPK5-AS1
54443	ANLN
6612	SUMO3
55784	MCTP2
8745	ADAM23
55254	TMEM39A
254295	PHYHD1
339122	RAB43
93081	TEX30
100507195	LINC02384
6240	RRM1
9764	KIAA0513
79632	FAM184A
11124	FAF1
23503	ZFYVE26
1889	ECE1
57130	ATP13A1
197187	SNAI3-AS1
11080	DNAJB4
292	SLC25A5
8879	SGPL1
51726	DNAJB11
9840	TESPA1
2870	GRK6
131450	CD200R1
10226	PLIN3
6548	SLC9A1
3508	IGHMBP2
647087	STMP1
23583	SMUG1
23086	EXPH5
3329	HSPD1
9425	CDYL
8332	H2AC16
80233	FAAP100
245	ALOX12P2
728661	SLC35E2B
23491	CES3
8540	AGPS
253832	ZDHHC20
541471	MIR4435-2HG
8820	HESX1
6029	RN7SL1
10913	EDAR
5170	PDPK1
6248	RSC1A1
5694	PSMB6
5471	PPAT
124454	EARS2
51020	HDDC2
84547	PGBD1
6629	SNRPB2
158866	ZDHHC15
92345	NAF1
6666	SOX12
4084	MXD1
79720	VPS37B
619571	SNORD96A
4968	OGG1
23074	UHRF1BP1L
2802	GOLGA3
9737	GPRASP1
50832	TAS2R4
127833	SYT2
23492	CBX7
113130	CDCA5
201181	ZNF385C
28666	TRAV17
6728	SRP19
84135	UTP15
4511	TRNC
26762	HAVCR1
9254	CACNA2D2
54587	MXRA8
85403	EAF1
10213	PSMD14
10287	RGS19
94120	SYTL3
9806	SPOCK2
6448	SGSH
5925	RB1
124460	SNX20
84984	CEP19
11064	CNTRL
1508	CTSB
152100	CMC1
5146	PDE6C
54765	TRIM44
6601	SMARCC2
134265	AFAP1L1
1801	DPH1
79568	MAIP1
905	CCNT2
10678	B3GNT2
30	ACAA1
57473	ZNF512B
440044	SLC22A20P
142	PARP1
10666	CD226
9712	USP6NL
79075	DSCC1
56995	TULP4
8030	CCDC6
51573	GDE1
26999	CYFIP2
28662	TRAV21
79172	CENPO
285203	EOGT
1978	EIF4EBP1
23041	MON2
84070	FAM186B
84146	ZNF644
92017	SNX29
3726	JUNB
257160	RNF214
8438	RAD54L
55081	IFT57
81570	CLPB
9984	THOC1
2074	ERCC6
84940	CORO6
401548	SNX30
64921	CASD1
3708	ITPR1
401409	RAB19
63925	ZNF335
9563	H6PD
79572	ATP13A3
10616	RBCK1
56271	BEX4
8463	TEAD2
1160	CKMT2
5125	PCSK5
7112	TMPO
200895	DHFR2
84957	RELT
26258	BLOC1S6
57704	GBA2
339500	ZNF678
148789	B3GALNT2
89890	KBTBD6
10613	ERLIN1
6342	SCP2
101927289	LINC01237
3956	LGALS1
3087	HHEX
6882	TAF11
150678	COPS9
51315	KRCC1
79767	ELMO3
58525	WIZ
57448	BIRC6
1536	CYBB
151195	CCNYL1
9818	NUP58
55810	FOXJ2
154810	AMOTL1
2632	GBE1
23558	WBP2
5050	PAFAH1B3
148203	ZNF738
28986	MAGEH1
64779	MTHFSD
6907	TBL1X
57711	ZNF529
9046	DOK2
10970	CKAP4
29916	SNX11
89781	HPS4
84320	ACBD6
124540	MSI2
23389	MED13L
114915	EPB41L4A-AS1
100131347	RDM1P5
5985	RFC5
57082	KNL1
79683	ZDHHC14
57018	CCNL1
57410	SCYL1
10495	ENOX2
3700	ITIH4
400954	EML6
100507131	NA
2012	EMP1
201294	UNC13D
25949	SYF2
375775	PNPLA7
4005	LMO2
91624	NEXN
221935	SDK1
92906	HNRNPLL
8310	ACOX3
7592	ZNF41
64805	P2RY12
387032	ZKSCAN4
57506	MAVS
10507	SEMA4D
201475	RAB12
80318	GKAP1
375790	AGRN
29035	C16orf72
968	CD68
255967	PAN3
85007	PHYKPL
165140	OXER1
101929679	LINC02883
79832	QSER1
5717	PSMD11
2746	GLUD1
653238	GTF2H2B
6241	RRM2
768211	RELL1
100128191	TMPO-AS1
203054	ADCK5
220164	DOK6
134492	NUDCD2
11065	UBE2C
219333	USP12
51091	SEPSECS
55728	N4BP2
26127	FGFR1OP2
11184	MAP4K1
84942	WDR73
5550	PREP
728066	FAM133DP
157570	ESCO2
117584	RFFL
8029	CUBN
387103	CENPW
2634	GBP2
10139	ARFRP1
23382	AHCYL2
255031	LINC00957
57544	TXNDC16
64781	CERK
143	PARP4
27030	MLH3
79598	CEP97
4508	ATP6
401207	C5orf63
3313	HSPA9
91137	SLC25A46
223082	ZNRF2
80205	CHD9
80279	CDK5RAP3
7626	ZNF75D
54872	PIGG
64750	SMURF2
6100	RP9
27115	PDE7B
10077	TSPAN32
5297	PI4KA
4287	ATXN3
57222	ERGIC1
84844	PHF5A
340547	VSIG1
254863	TMEM256
129401	NUP35
7643	ZNF90
54953	ODR4
105376337	NA
51000	SLC35B3
677847	SNORA81
57132	CHMP1B
9546	APBA3
85439	STON2
57597	BAHCC1
285613	RELL2
145508	CEP128
594839	SNORA33
256435	ST6GALNAC3
100132618	ZRANB2-AS1
64900	LPIN3
5789	PTPRD
57556	SEMA6A
128637	TBC1D20
375	ARF1
5163	PDK1
29101	SSU72
79133	NDUFAF5
5355	PLP2
85352	SHISAL1
116064	LRRC58
3373	HYAL1
727936	GXYLT2
55163	PNPO
7294	TXK
2268	FGR
84288	EFCAB2
8896	BUD31
8624	PSMG1
219931	TPCN2
4796	TONSL
22858	CILK1
139231	FAM199X
23155	CLCC1
57644	MYH7B
27040	LAT
10073	SNUPN
84973	SNHG7
56998	CTNNBIP1
642846	LOC642846
646851	FAM227A
84926	SPRYD3
257068	PLCXD2
9953	HS3ST3B1
2631	NIPSNAP2
5464	PPA1
8671	SLC4A4
26035	GLCE
8529	CYP4F2
8754	ADAM9
10342	TFG
2869	GRK5
55876	GSDMB
133686	NADK2
101928062	PRANCR
7326	UBE2G1
100130581	LINC00910
64151	NCAPG
378805	LINC-PINT
6794	STK11
6632	SNRPD1
9411	ARHGAP29
217	ALDH2
100507057	MELTF-AS1
283807	FBXL22
728741	NPIPB6
23338	JADE2
79968	WDR76
23682	RAB38
388795	EFCAB8
7409	VAV1
54892	NCAPG2
101928483	NALT1
23028	KDM1A
83719	YPEL3
85444	LRRCC1
1353	COX11
5501	PPP1CC
10999	SLC27A4
2224	FDPS
24148	PRPF6
57716	PRX
9833	MELK
4621	MYH3
388799	FAM209B
541578	EOLA2
54925	ZSCAN32
10094	ARPC3
5739	PTGIR
29966	STRN3
27101	CACYBP
84068	SLC10A7
115098	CCDC124
23642	SNHG1
199746	U2AF1L4
3769	KCNJ13
5920	PLAAT4
22839	DLGAP4
51257	MARCHF2
653583	PHLDB3
84765	ZNF577
339451	KLHL17
57535	ELAPOR1
8737	RIPK1
26164	MTG2
162515	SLC16A11
284390	ZNF763
100113386	UCKL1-AS1
54516	MTRF1L
10276	NET1
285074	ANAPC1P2
64172	OSGEPL1
8347	H2BC4
2140	EYA3
4162	MCAM
7531	YWHAE
84278	MFSD14C
151636	DTX3L
81609	SNX27
51754	TMEM8B
441239	LOC441239
993	CDC25A
10089	KCNK7
26770	SNORD79
63914	LINC01590
90423	ATP6V1E2
219402	MTIF3
55038	CDCA4
25820	ARIH1
830	CAPZA2
7001	PRDX2
80326	WNT10A
28748	TRAJ7
9805	SCRN1
54902	TTC19
23307	FKBP15
4013	VWA5A
4524	MTHFR
5936	RBM4
10535	RNASEH2A
132158	GLYCTK
388569	ZNF324B
23312	DMXL2
342371	ATXN1L
25950	RWDD3
28743	TRAJ12
653479	MRPL45P2
55289	ACOXL
23324	MAN2B2
51282	SCAND1
400986	ANKRD36C
57017	COQ9
79034	C7orf26
28970	C11orf54
11284	PNKP
2624	GATA2
123811	CEP20
286042	FAM86B3P
9595	CYTIP
79648	MCPH1
51665	ASB1
1911	PHC1
7272	TTK
5168	ENPP2
2535	FZD2
7023	TFAP4
150726	FBXO41
23646	PLD3
100859930	HEIH
10201	NME6
23093	TTLL5
23049	SMG1
51124	IER3IP1
91607	SLFN11
65095	KRI1
23528	ZNF281
57129	MRPL47
51237	MZB1
57820	CCNB1IP1
3107	HLA-C
10236	HNRNPR
115817	DHRS1
8208	CHAF1B
6747	SSR3
729220	FLJ45513
4729	NDUFV2
8604	SLC25A12
92285	ZNF585B
9935	MAFB
55859	BEX1
29937	NENF
2673	GFPT1
25886	POC1A
79751	SLC25A22
10922	FASTK
57335	ZNF286A
64427	TTC31
9711	RUBCN
163486	DENND1B
79966	SCD5
53838	C11orf24
100113393	SNORD12B
6285	S100B
100132057	PDE4DIPP6
10988	METAP2
55311	ZNF444
29085	PHPT1
55145	THAP1
695	BTK
105376732	NA
8065	CUL5
27343	POLL
282996	RBM20
23060	ZNF609
9500	MAGED1
594837	SNORD101
147841	SPC24
23366	KIAA0895
4731	NDUFV3
2531	KDSR
342892	ZNF850
147807	ZNF524
3801	KIFC3
133619	PRRC1
5008	OSM
55233	MOB1A
92154	MTSS2
51348	KLRF1
11336	EXOC3
9588	PRDX6
60561	RINT1
9126	SMC3
4072	EPCAM
26511	CHIC2
8637	EIF4EBP3
8351	H3C4
6498	SKIL
4744	NEFH
728039	SSR4P1
90459	ERI1
144423	GLT1D1
1431	CS
10048	RANBP9
6672	SP100
80017	DGLUCY
26220	DGCR5
7343	UBTF
387882	C12orf75
27284	SULT1B1
619568	SNORA4
54934	KANSL2
387644	FAM238C
54536	EXOC6
272	AMPD3
6788	STK3
288	ANK3
2976	GTF3C2
726	CAPN5
150472	CBWD2
5908	RAP1B
203260	CCDC107
619505	SNORA21
8576	STK16
55732	C1orf112
11163	NUDT4
58476	TP53INP2
22832	CEP162
254887	ZDHHC23
51406	NOL7
4791	NFKB2
139322	APOOL
705	BYSL
30817	ADGRE2
94104	PAXBP1
83786	FRMD8
554206	LOC554206
60	ACTB
7691	ZNF132
8111	GPR68
9572	NR1D1
4739	NEDD9
1200	TPP1
79134	TMEM185B
63877	FAM204A
51690	LSM7
2963	GTF2F2
55130	ODAD2
2665	GDI2
10944	C11orf58
22864	R3HDM2
4613	MYCN
4351	MPI
2926	GRSF1
5005	ORM2
3007	H1-3
253461	ZBTB38
9168	TMSB10
1193	CLIC2
10985	GCN1
83874	TBC1D10A
8312	AXIN1
6543	SLC8A2
81926	ABHD17A
79695	GALNT12
23670	CEMIP2
84868	HAVCR2
7556	ZNF10
64864	RFX7
100616408	MIR5047
692091	SNORD23
84699	CREB3L3
54440	SASH3
125061	AFMID
54069	MIS18A
388566	ZNF470
10252	SPRY1
8645	KCNK5
51566	ARMCX3
116988	AGAP3
7273	TTN
7693	ZNF134
57124	CD248
38	ACAT1
7638	ZNF221
10193	RNF41
7360	UGP2
9209	LRRFIP2
3732	CD82
55337	SHFL
80004	ESRP2
723972	ANP32AP1
9603	NFE2L3
6571	SLC18A2
51430	SUCO
54708	MARCHF5
56882	CDC42SE1
286437	LOC286437
101954264	RNVU1-4
10531	PITRM1
6319	SCD
100616345	MIR4426
926	CD8B
22879	MON1B
116444	GRIN3B
267002	PGBD2
4839	NOP2
28667	TRAV16
57505	AARS2
6432	SRSF7
9896	FIG4
205428	DIPK2A
552900	BOLA2
10239	AP3S2
2237	FEN1
57472	CNOT6
9551	ATP5MF
57325	KAT14
1114	CHGB
84619	ZGPAT
2137	EXTL3
79991	STN1
259266	ASPM
79183	TTPAL
5660	PSAP
728190	NUTM2A-AS1
5442	POLRMT
7741	ZSCAN26
100286844	BCDIN3D-AS1
94005	PIGS
105371397	NA
6897	TARS1
100093630	SNHG8
10116	FEM1B
728724	LINC00977
9780	PIEZO1
9869	SETDB1
129804	FBLN7
23158	TBC1D9
55706	NDC1
23621	BACE1
25793	FBXO7
90799	CEP95
54556	ING3
3843	IPO5
104355295	SGMS1-AS1
84501	SPIRE2
84305	PYM1
390980	ZNF805
10983	CCNI
23263	MCF2L
101929469	TEX52
24	ABCA4
23294	ANKS1A
6832	SUPV3L1
100423037	MIR3176
11130	ZWINT
22893	BAHD1
55745	AP5M1
253143	PRR14L
115106	HAUS1
3835	KIF22
7040	TGFB1
170261	ZCCHC12
643529	LINC00865
23417	MLYCD
65989	DLK2
11113	CIT
85463	ZC3H12C
1643	DDB2
4703	NEB
3669	ISG20
595	CCND1
85440	DOCK7
3068	HDGF
54469	ZFAND6
6199	RPS6KB2
158584	FAAH2
51603	METTL13
6934	TCF7L2
693175	MIR590
55734	ZFP64
126068	ZNF441
100847028	MIR5587
9476	NAPSA
6508	SLC4A3
64005	MYO1G
55974	SLC50A1
1628	DBP
6872	TAF1
129285	PPP1R21
10781	ZNF266
23683	PRKD3
9320	TRIP12
220988	HNRNPA3
3839	KPNA3
57291	DANCR
11253	MAN1B1
55176	SEC61A2
10592	SMC2
54583	EGLN1
222194	RSBN1L
29944	PNMA3
4738	NEDD8
6741	SSB
28676	TRAV10
4514	COX3
4882	NPR2
383	ARG1
4000	LMNA
6261	RYR1
5422	POLA1
79101	TAF1D
56005	MYDGF
1124	CHN2
255061	TAC4
55449	DHRS4-AS1
51564	HDAC7
3093	UBE2K
5289	PIK3C3
84899	TMTC4
112483	SAT2
92610	TIFA
84033	OBSCN
80308	FLAD1
7542	ZFPL1
9014	TAF1B
79703	C11orf80
3640	INSL3
27434	POLM
284119	CAVIN1
1350	COX7C
3921	RPSA
85441	HELZ2
84294	UTP23
55872	PBK
23059	CLUAP1
84245	MRI1
84233	TMEM126A
283948	NHLRC4
6334	SCN8A
10603	SH2B2
124935	SLC43A2
114793	FMNL2
644714	LIMD1-AS1
